,名称,类型,数据来源,频率,源数据映射,是否默认获取,type
70,volume_ratio,float64,daily_basic,NA,,True,stock
71,pe,float64,daily_basic,NA,,True,stock
72,pe_ttm,float64,daily_basic,NA,,True,stock
73,pb,float64,daily_basic,NA,,True,stock
74,ps,float64,daily_basic,NA,,True,stock
75,ps_ttm,float64,daily_basic,NA,,True,stock
76,dv_ratio,float64,daily_basic,NA,,True,stock
77,dv_ttm,float64,daily_basic,NA,,True,stock
78,total_share,float64,daily_basic,NA,,True,stock
79,float_share,float64,daily_basic,NA,,True,stock
80,free_share,float64,daily_basic,NA,,True,stock
81,total_mv,float64,daily_basic,NA,,True,stock
82,circ_mv,float64,daily_basic,NA,,True,stock
83,net_expo_hedging_benefits,object,income,NA,,False,stock
84,admin_exp,float64,income,NA,,True,stock
85,f_ann_date,object,income,NA,,True,stock
86,total_revenue,float64,income,NA,,True,stock
87,n_oth_b_income,float64,income,NA,,True,stock
88,n_sec_tb_income,object,income,NA,,True,stock
89,reser_insur_liab,object,income,NA,,True,stock
90,distr_profit_shrhder,float64,income,NA,,True,stock
91,n_oth_income,float64,income,NA,,True,stock
92,total_profit,float64,income,NA,,True,stock
93,comm_exp,float64,income,NA,,True,stock
94,compr_inc_attr_p,object,income,NA,,True,stock
95,biz_tax_surchg,float64,income,NA,,True,stock
96,oth_income,object,income,NA,,False,stock
97,nca_disploss,object,income,NA,,True,stock
98,comshare_payable_dvd,float64,income,NA,,True,stock
99,net_after_nr_lp_correct,object,income,NA,,False,stock
100,prfshare_payable_dvd,object,income,NA,,True,stock
101,prem_income,object,income,NA,,True,stock
102,ann_date,object,income,NA,,True,stock
103,fin_exp_int_inc,object,income,NA,,True,stock
104,div_payt,object,income,NA,,True,stock
105,n_sec_uw_income,object,income,NA,,True,stock
106,reins_exp,object,income,NA,,True,stock
107,transfer_housing_imprest,object,income,NA,,True,stock
108,reins_cost_refund,object,income,NA,,True,stock
109,fin_exp_int_exp,object,income,NA,,True,stock
110,ebitda,float64,income,NA,,True,stock
111,amodcost_fin_assets,object,income,NA,,False,stock
112,non_oper_exp,float64,income,NA,,True,stock
113,int_income,float64,income,NA,,True,stock
114,oper_exp,float64,income,NA,,True,stock
115,oper_cost,object,income,NA,,True,stock
116,undist_profit,float64,income,NA,,True,stock
117,une_prem_reser,object,income,NA,,True,stock
118,assets_impair_loss,float64,income,NA,,True,stock
119,insur_reser_refu,object,income,NA,,True,stock
120,distable_profit,float64,income,NA,,True,stock
121,capit_comstock_div,object,income,NA,,True,stock
122,comp_type,object,income,NA,,True,stock
123,sell_exp,float64,income,NA,,True,stock
124,forex_gain,float64,income,NA,,True,stock
125,prem_earned,object,income,NA,,True,stock
126,ass_invest_income,object,income,NA,,True,stock
127,asset_disp_income,object,income,NA,,False,stock
128,prem_refund,object,income,NA,,True,stock
129,compens_payout_refu,object,income,NA,,True,stock
130,end_date,object,income,NA,,True,stock
131,basic_eps,object,income,NA,,True,stock
132,oth_b_income,float64,income,NA,,True,stock
133,out_prem,object,income,NA,,True,stock
134,continued_net_profit,object,income,NA,,False,stock
135,compens_payout,object,income,NA,,True,stock
136,ebit,float64,income,NA,,True,stock
137,fin_exp,object,income,NA,,True,stock
138,int_exp,float64,income,NA,,True,stock
139,total_opcost,object,income,NA,,False,stock
140,ts_code,object,income,NA,,True,stock
141,rd_exp,object,income,NA,,True,stock
142,n_commis_income,float64,income,NA,,True,stock
143,revenue,float64,income,NA,,True,stock
144,adj_lossgain,object,income,NA,,True,stock
145,end_type,object,income,NA,,True,stock
146,oth_compr_income,object,income,NA,,True,stock
147,diluted_eps,object,income,NA,,True,stock
148,withdra_biz_devfund,object,income,NA,,True,stock
149,invest_income,float64,income,NA,,True,stock
150,n_asset_mg_income,object,income,NA,,True,stock
151,non_oper_income,float64,income,NA,,True,stock
152,reins_income,object,income,NA,,True,stock
153,n_income_attr_p,float64,income,NA,,True,stock
154,compr_inc_attr_m_s,object,income,NA,,True,stock
155,withdra_legal_surplus,float64,income,NA,,True,stock
156,withdra_legal_pubfund,float64,income,NA,,True,stock
157,oth_impair_loss_assets,object,income,NA,,False,stock
158,fv_value_chg_gain,object,income,NA,,True,stock
159,operate_profit,float64,income,NA,,True,stock
160,withdra_oth_ersu,object,income,NA,,True,stock
161,other_bus_cost,float64,income,NA,,True,stock
162,income_tax,float64,income,NA,,True,stock
163,insurance_exp,object,income,NA,,True,stock
164,withdra_rese_fund,object,income,NA,,True,stock
165,transfer_surplus_rese,object,income,NA,,True,stock
166,minority_gain,float64,income,NA,,True,stock
167,report_type,object,income,NA,,True,stock
168,t_compr_income,object,income,NA,,True,stock
169,credit_impa_loss,object,income,NA,,False,stock
170,workers_welfare,object,income,NA,,True,stock
171,comm_income,float64,income,NA,,True,stock
172,end_net_profit,object,income,NA,,False,stock
173,total_cogs,float64,income,NA,,True,stock
174,n_income,float64,income,NA,,True,stock
175,transfer_oth,object,income,NA,,True,stock
176,cip,object,balancesheet,NA,,True,stock
177,oth_rcv_total,object,balancesheet,NA,,True,stock
178,oth_pay_total,object,balancesheet,NA,,True,stock
179,lt_borr,object,balancesheet,NA,,True,stock
180,time_deposits,object,balancesheet,NA,,True,stock
181,indem_payable,object,balancesheet,NA,,True,stock
182,debt_invest,object,balancesheet,NA,,True,stock
183,r_and_d,object,balancesheet,NA,,True,stock
184,taxes_payable,float64,balancesheet,NA,,True,stock
185,payables,object,balancesheet,NA,,True,stock
186,ph_invest,object,balancesheet,NA,,True,stock
187,lease_liab,object,balancesheet,NA,,False,stock
188,ann_date,object,balancesheet,NA,,True,stock
189,client_prov,object,balancesheet,NA,,True,stock
190,special_rese,object,balancesheet,NA,,True,stock
191,total_nca,object,balancesheet,NA,,True,stock
192,sett_rsrv,object,balancesheet,NA,,True,stock
193,fixed_assets_disp,object,balancesheet,NA,,True,stock
194,forex_differ,object,balancesheet,NA,,True,stock
195,notes_receiv,object,balancesheet,NA,,True,stock
196,cash_reser_cb,float64,balancesheet,NA,,True,stock
197,contract_assets,object,balancesheet,NA,,True,stock
198,trading_fl,float64,balancesheet,NA,,True,stock
199,reser_lins_liab,object,balancesheet,NA,,True,stock
200,policy_div_payable,object,balancesheet,NA,,True,stock
201,fix_assets_total,object,balancesheet,NA,,True,stock
202,produc_bio_assets,object,balancesheet,NA,,True,stock
203,oth_eq_ppbond,object,balancesheet,NA,,False,stock
204,div_receiv,object,balancesheet,NA,,True,stock
205,total_liab,float64,balancesheet,NA,,True,stock
206,money_cap,object,balancesheet,NA,,True,stock
207,pledge_borr,object,balancesheet,NA,,True,stock
208,oil_and_gas_assets,object,balancesheet,NA,,True,stock
209,cap_rese,float64,balancesheet,NA,,True,stock
210,comp_type,object,balancesheet,NA,,True,stock
211,oth_eq_invest,object,balancesheet,NA,,False,stock
212,loan_oth_bank,float64,balancesheet,NA,,True,stock
213,acct_payable,float64,balancesheet,NA,,True,stock
214,pur_resale_fa,float64,balancesheet,NA,,True,stock
215,invest_loss_unconf,object,balancesheet,NA,,True,stock
216,total_share,float64,balancesheet,NA,,True,stock
217,total_assets,float64,balancesheet,NA,,True,stock
218,payable_to_reinsurer,object,balancesheet,NA,,True,stock
219,cost_fin_assets,object,balancesheet,NA,,True,stock
220,ordin_risk_reser,float64,balancesheet,NA,,True,stock
221,st_fin_payable,object,balancesheet,NA,,True,stock
222,ts_code,object,balancesheet,NA,,True,stock
223,oth_nca,object,balancesheet,NA,,True,stock
224,int_receiv,float64,balancesheet,NA,,True,stock
225,cip_total,object,balancesheet,NA,,True,stock
226,reinsur_res_receiv,object,balancesheet,NA,,True,stock
227,decr_in_disbur,float64,balancesheet,NA,,True,stock
228,st_bonds_payable,object,balancesheet,NA,,True,stock
229,refund_depos,object,balancesheet,NA,,True,stock
230,oth_assets,float64,balancesheet,NA,,True,stock
231,oth_debt_invest,object,balancesheet,NA,,True,stock
232,accounts_pay,object,balancesheet,NA,,True,stock
233,deferred_inc,object,balancesheet,NA,,True,stock
234,use_right_assets,object,balancesheet,NA,,False,stock
235,depos_oth_bfi,float64,balancesheet,NA,,True,stock
236,oth_liab,float64,balancesheet,NA,,True,stock
237,total_hldr_eqy_exc_min_int,float64,balancesheet,NA,,True,stock
238,depos_in_oth_bfi,float64,balancesheet,NA,,True,stock
239,indept_acc_liab,object,balancesheet,NA,,True,stock
240,hfs_assets,object,balancesheet,NA,,True,stock
241,oth_cur_assets,object,balancesheet,NA,,True,stock
242,premium_receiv,object,balancesheet,NA,,True,stock
243,total_ncl,object,balancesheet,NA,,True,stock
244,oth_illiq_fin_assets,object,balancesheet,NA,,False,stock
245,f_ann_date,object,balancesheet,NA,,True,stock
246,prec_metals,float64,balancesheet,NA,,True,stock
247,oth_payable,object,balancesheet,NA,,True,stock
248,estimated_liab,float64,balancesheet,NA,,True,stock
249,trad_asset,float64,balancesheet,NA,,True,stock
250,inventories,object,balancesheet,NA,,True,stock
251,ph_pledge_loans,object,balancesheet,NA,,True,stock
252,client_depos,object,balancesheet,NA,,True,stock
253,lt_payable,object,balancesheet,NA,,True,stock
254,oth_cur_liab,object,balancesheet,NA,,True,stock
255,oth_eqt_tools,object,balancesheet,NA,,True,stock
256,goodwill,object,balancesheet,NA,,True,stock
257,treasury_share,object,balancesheet,NA,,True,stock
258,depos_ib_deposits,object,balancesheet,NA,,True,stock
259,invest_real_estate,float64,balancesheet,NA,,True,stock
260,refund_cap_depos,object,balancesheet,NA,,True,stock
261,acting_trading_sec,object,balancesheet,NA,,True,stock
262,div_payable,object,balancesheet,NA,,True,stock
263,intan_assets,float64,balancesheet,NA,,True,stock
264,undistr_porfit,float64,balancesheet,NA,,True,stock
265,fix_assets,float64,balancesheet,NA,,True,stock
266,rr_reins_outstd_cla,object,balancesheet,NA,,True,stock
267,rr_reins_une_prem,object,balancesheet,NA,,True,stock
268,defer_inc_non_cur_liab,object,balancesheet,NA,,True,stock
269,defer_tax_assets,float64,balancesheet,NA,,True,stock
270,oth_comp_income,object,balancesheet,NA,,True,stock
271,receiv_financing,object,balancesheet,NA,,False,stock
272,notes_payable,object,balancesheet,NA,,True,stock
273,oth_eqt_tools_p_shr,object,balancesheet,NA,,True,stock
274,reser_lthins_liab,object,balancesheet,NA,,True,stock
275,contract_liab,object,balancesheet,NA,,True,stock
276,fair_value_fin_assets,object,balancesheet,NA,,True,stock
277,rsrv_insur_cont,object,balancesheet,NA,,True,stock
278,fa_avail_for_sale,float64,balancesheet,NA,,True,stock
279,st_borr,object,balancesheet,NA,,True,stock
280,minority_int,float64,balancesheet,NA,,True,stock
281,reser_une_prem,object,balancesheet,NA,,True,stock
282,accounts_receiv,float64,balancesheet,NA,,True,stock
283,reinsur_receiv,object,balancesheet,NA,,True,stock
284,int_payable,float64,balancesheet,NA,,True,stock
285,long_pay_total,object,balancesheet,NA,,True,stock
286,amor_exp,object,balancesheet,NA,,True,stock
287,reser_outstd_claims,object,balancesheet,NA,,True,stock
288,surplus_rese,float64,balancesheet,NA,,True,stock
289,loanto_oth_bank_fi,float64,balancesheet,NA,,True,stock
290,end_date,object,balancesheet,NA,,True,stock
291,depos_received,object,balancesheet,NA,,True,stock
292,rr_reins_lins_liab,object,balancesheet,NA,,True,stock
293,cb_borr,float64,balancesheet,NA,,True,stock
294,lt_payroll_payable,object,balancesheet,NA,,True,stock
295,adv_receipts,object,balancesheet,NA,,True,stock
296,sold_for_repur_fa,float64,balancesheet,NA,,True,stock
297,bond_payable,float64,balancesheet,NA,,True,stock
298,lt_amor_exp,object,balancesheet,NA,,True,stock
299,agency_bus_liab,object,balancesheet,NA,,True,stock
300,acting_uw_sec,object,balancesheet,NA,,True,stock
301,indep_acct_assets,object,balancesheet,NA,,True,stock
302,deriv_assets,float64,balancesheet,NA,,True,stock
303,oth_ncl,object,balancesheet,NA,,True,stock
304,hfs_sales,object,balancesheet,NA,,True,stock
305,prem_receiv_adva,object,balancesheet,NA,,True,stock
306,end_type,object,balancesheet,NA,,True,stock
307,acc_exp,object,balancesheet,NA,,True,stock
308,acc_receivable,object,balancesheet,NA,,True,stock
309,htm_invest,float64,balancesheet,NA,,True,stock
310,transac_seat_fee,object,balancesheet,NA,,True,stock
311,total_hldr_eqy_inc_min_int,float64,balancesheet,NA,,True,stock
312,accounts_receiv_bill,object,balancesheet,NA,,True,stock
313,depos,float64,balancesheet,NA,,True,stock
314,deriv_liab,float64,balancesheet,NA,,True,stock
315,non_cur_liab_due_1y,object,balancesheet,NA,,True,stock
316,defer_tax_liab,float64,balancesheet,NA,,True,stock
317,total_cur_assets,object,balancesheet,NA,,True,stock
318,payroll_payable,float64,balancesheet,NA,,True,stock
319,specific_payables,object,balancesheet,NA,,True,stock
320,prepayment,object,balancesheet,NA,,True,stock
321,lending_funds,object,balancesheet,NA,,True,stock
322,report_type,object,balancesheet,NA,,True,stock
323,lt_eqt_invest,float64,balancesheet,NA,,True,stock
324,total_liab_hldr_eqy,float64,balancesheet,NA,,True,stock
325,nca_within_1y,object,balancesheet,NA,,True,stock
326,comm_payable,object,balancesheet,NA,,True,stock
327,const_materials,object,balancesheet,NA,,True,stock
328,rr_reins_lthins_liab,object,balancesheet,NA,,True,stock
329,total_cur_liab,object,balancesheet,NA,,True,stock
330,invest_as_receiv,float64,balancesheet,NA,,True,stock
331,oth_receiv,object,balancesheet,NA,,True,stock
332,lt_rec,object,balancesheet,NA,,True,stock
333,ts_code,object,cashflow,NA,,True,stock
334,ann_date,object,cashflow,NA,,True,stock
335,f_ann_date,object,cashflow,NA,,True,stock
336,end_date,object,cashflow,NA,,True,stock
337,comp_type,object,cashflow,NA,,True,stock
338,report_type,object,cashflow,NA,,True,stock
339,end_type,object,cashflow,NA,,True,stock
340,net_profit,float64,cashflow,NA,,True,stock
341,finan_exp,object,cashflow,NA,,True,stock
342,c_fr_sale_sg,object,cashflow,NA,,True,stock
343,recp_tax_rends,object,cashflow,NA,,True,stock
344,n_depos_incr_fi,float64,cashflow,NA,,True,stock
345,n_incr_loans_cb,object,cashflow,NA,,True,stock
346,n_inc_borr_oth_fi,float64,cashflow,NA,,True,stock
347,prem_fr_orig_contr,object,cashflow,NA,,True,stock
348,n_incr_insured_dep,object,cashflow,NA,,True,stock
349,n_reinsur_prem,object,cashflow,NA,,True,stock
350,n_incr_disp_tfa,object,cashflow,NA,,True,stock
351,ifc_cash_incr,float64,cashflow,NA,,True,stock
352,n_incr_disp_faas,object,cashflow,NA,,True,stock
353,n_incr_loans_oth_bank,object,cashflow,NA,,True,stock
354,n_cap_incr_repur,float64,cashflow,NA,,True,stock
355,c_fr_oth_operate_a,float64,cashflow,NA,,True,stock
356,c_inf_fr_operate_a,float64,cashflow,NA,,True,stock
357,c_paid_goods_s,object,cashflow,NA,,True,stock
358,c_paid_to_for_empl,float64,cashflow,NA,,True,stock
359,c_paid_for_taxes,float64,cashflow,NA,,True,stock
360,n_incr_clt_loan_adv,float64,cashflow,NA,,True,stock
361,n_incr_dep_cbob,float64,cashflow,NA,,True,stock
362,c_pay_claims_orig_inco,object,cashflow,NA,,True,stock
363,pay_handling_chrg,float64,cashflow,NA,,True,stock
364,pay_comm_insur_plcy,object,cashflow,NA,,True,stock
365,oth_cash_pay_oper_act,float64,cashflow,NA,,True,stock
366,st_cash_out_act,float64,cashflow,NA,,True,stock
367,n_cashflow_act,float64,cashflow,NA,,True,stock
368,oth_recp_ral_inv_act,object,cashflow,NA,,True,stock
369,c_disp_withdrwl_invest,float64,cashflow,NA,,True,stock
370,c_recp_return_invest,object,cashflow,NA,,True,stock
371,n_recp_disp_fiolta,float64,cashflow,NA,,True,stock
372,n_recp_disp_sobu,object,cashflow,NA,,True,stock
373,stot_inflows_inv_act,float64,cashflow,NA,,True,stock
374,c_pay_acq_const_fiolta,float64,cashflow,NA,,True,stock
375,c_paid_invest,float64,cashflow,NA,,True,stock
376,n_disp_subs_oth_biz,object,cashflow,NA,,True,stock
377,oth_pay_ral_inv_act,float64,cashflow,NA,,True,stock
378,n_incr_pledge_loan,object,cashflow,NA,,True,stock
379,stot_out_inv_act,float64,cashflow,NA,,True,stock
380,n_cashflow_inv_act,float64,cashflow,NA,,True,stock
381,c_recp_borrow,object,cashflow,NA,,True,stock
382,proc_issue_bonds,object,cashflow,NA,,True,stock
383,oth_cash_recp_ral_fnc_act,object,cashflow,NA,,True,stock
384,stot_cash_in_fnc_act,object,cashflow,NA,,True,stock
385,free_cashflow,object,cashflow,NA,,True,stock
386,c_prepay_amt_borr,object,cashflow,NA,,True,stock
387,c_pay_dist_dpcp_int_exp,object,cashflow,NA,,True,stock
388,incl_dvd_profit_paid_sc_ms,object,cashflow,NA,,True,stock
389,oth_cashpay_ral_fnc_act,object,cashflow,NA,,True,stock
390,stot_cashout_fnc_act,float64,cashflow,NA,,True,stock
391,n_cash_flows_fnc_act,float64,cashflow,NA,,True,stock
392,eff_fx_flu_cash,float64,cashflow,NA,,True,stock
393,n_incr_cash_cash_equ,float64,cashflow,NA,,True,stock
394,c_cash_equ_beg_period,float64,cashflow,NA,,True,stock
395,c_cash_equ_end_period,float64,cashflow,NA,,True,stock
396,c_recp_cap_contrib,object,cashflow,NA,,True,stock
397,incl_cash_rec_saims,object,cashflow,NA,,True,stock
398,uncon_invest_loss,object,cashflow,NA,,True,stock
399,prov_depr_assets,float64,cashflow,NA,,True,stock
400,depr_fa_coga_dpba,float64,cashflow,NA,,True,stock
401,amort_intang_assets,float64,cashflow,NA,,True,stock
402,lt_amort_deferred_exp,float64,cashflow,NA,,True,stock
403,decr_deferred_exp,float64,cashflow,NA,,True,stock
404,incr_acc_exp,float64,cashflow,NA,,True,stock
405,loss_disp_fiolta,float64,cashflow,NA,,True,stock
406,loss_scr_fa,object,cashflow,NA,,True,stock
407,loss_fv_chg,float64,cashflow,NA,,True,stock
408,invest_loss,float64,cashflow,NA,,True,stock
409,decr_def_inc_tax_assets,float64,cashflow,NA,,True,stock
410,incr_def_inc_tax_liab,float64,cashflow,NA,,True,stock
411,decr_inventories,object,cashflow,NA,,True,stock
412,decr_oper_payable,float64,cashflow,NA,,True,stock
413,incr_oper_payable,float64,cashflow,NA,,True,stock
414,others,float64,cashflow,NA,,True,stock
415,im_net_cashflow_oper_act,float64,cashflow,NA,,True,stock
416,conv_debt_into_cap,object,cashflow,NA,,True,stock
417,conv_copbonds_due_within_1y,object,cashflow,NA,,True,stock
418,fa_fnc_leases,object,cashflow,NA,,True,stock
419,im_n_incr_cash_equ,float64,cashflow,NA,,True,stock
420,net_dism_capital_add,object,cashflow,NA,,True,stock
421,net_cash_rece_sec,object,cashflow,NA,,True,stock
422,credit_impa_loss,object,cashflow,NA,,True,stock
423,use_right_asset_dep,object,cashflow,NA,,True,stock
424,oth_loss_asset,object,cashflow,NA,,True,stock
425,end_bal_cash,float64,cashflow,NA,,True,stock
426,beg_bal_cash,float64,cashflow,NA,,True,stock
427,end_bal_cash_equ,float64,cashflow,NA,,True,stock
428,beg_bal_cash_equ,float64,cashflow,NA,,True,stock
429,update_flag,object,cashflow,NA,,True,stock
430,ts_code,object,forecast,NA,,True,stock
431,ann_date,object,forecast,NA,,True,stock
432,end_date,object,forecast,NA,,True,stock
433,type,object,forecast,NA,,True,stock
434,p_change_min,float64,forecast,NA,,True,stock
435,p_change_max,float64,forecast,NA,,True,stock
436,net_profit_min,float64,forecast,NA,,True,stock
437,net_profit_max,float64,forecast,NA,,True,stock
438,last_parent_net,float64,forecast,NA,,True,stock
439,first_ann_date,object,forecast,NA,,True,stock
440,summary,object,forecast,NA,,True,stock
441,change_reason,object,forecast,NA,,True,stock
442,update_flag,object,forecast,NA,,True,stock
443,yoy_eps,object,express,NA,,False,stock
444,eps_last_year,object,express,NA,,False,stock
445,yoy_op,object,express,NA,,False,stock
446,end_date,object,express,NA,,True,stock
447,total_assets,float64,express,NA,,True,stock
448,total_profit,float64,express,NA,,True,stock
449,open_net_assets,object,express,NA,,False,stock
450,growth_assets,object,express,NA,,False,stock
451,ts_code,object,express,NA,,True,stock
452,yoy_net_profit,float64,express,NA,,True,stock
453,revenue,float64,express,NA,,True,stock
454,diluted_eps,float64,express,NA,,True,stock
455,op_last_year,object,express,NA,,False,stock
456,ann_date,object,express,NA,,True,stock
457,yoy_roe,object,express,NA,,False,stock
458,or_last_year,object,express,NA,,False,stock
459,open_bps,object,express,NA,,False,stock
460,perf_summary,object,express,NA,,True,stock
461,np_last_year,object,express,NA,,False,stock
462,yoy_tp,object,express,NA,,False,stock
463,operate_profit,float64,express,NA,,True,stock
464,diluted_roe,float64,express,NA,,True,stock
465,tp_last_year,object,express,NA,,False,stock
466,growth_bps,object,express,NA,,False,stock
467,yoy_sales,object,express,NA,,False,stock
468,total_hldr_eqy_exc_min_int,float64,express,NA,,True,stock
469,yoy_equity,object,express,NA,,False,stock
470,is_audit,int64,express,NA,,False,stock
471,yoy_dedu_np,object,express,NA,,False,stock
472,n_income,float64,express,NA,,True,stock
473,bps,object,express,NA,,True,stock
474,profit_dedt,float64,fina_indicator,NA,,True,stock
475,revenue_ps,float64,fina_indicator,NA,,True,stock
476,roic,object,fina_indicator,NA,,True,stock
477,op_to_debt,float64,fina_indicator,NA,,False,stock
478,q_dt_roe,object,fina_indicator,NA,,True,stock
479,equity_yoy,float64,fina_indicator,NA,,True,stock
480,ocf_to_shortdebt,object,fina_indicator,NA,,True,stock
481,ebit_ps,object,fina_indicator,NA,,True,stock
482,debt_to_assets,float64,fina_indicator,NA,,True,stock
483,q_investincome_to_ebt,float64,fina_indicator,NA,,False,stock
484,daa,float64,fina_indicator,NA,,False,stock
485,current_exint,object,fina_indicator,NA,,True,stock
486,n_op_profit_of_ebt,float64,fina_indicator,NA,,False,stock
487,tangibleasset_to_debt,object,fina_indicator,NA,,True,stock
488,ocf_to_debt,float64,fina_indicator,NA,,True,stock
489,cash_ratio,object,fina_indicator,NA,,True,stock
490,salescash_to_or,object,fina_indicator,NA,,False,stock
491,q_op_to_gr,float64,fina_indicator,NA,,False,stock
492,eps,float64,fina_indicator,NA,,True,stock
493,ebit_of_gr,object,fina_indicator,NA,,True,stock
494,roe_dt,float64,fina_indicator,NA,,True,stock
495,quick_ratio,object,fina_indicator,NA,,True,stock
496,ocf_to_opincome,float64,fina_indicator,NA,,False,stock
497,q_gr_qoq,object,fina_indicator,NA,,False,stock
498,q_npta,float64,fina_indicator,NA,,True,stock
499,ocf_to_netdebt,object,fina_indicator,NA,,False,stock
500,extra_item,float64,fina_indicator,NA,,True,stock
501,q_opincome_to_ebt,float64,fina_indicator,NA,,False,stock
502,invturn_days,object,fina_indicator,NA,,False,stock
503,current_ratio,object,fina_indicator,NA,,True,stock
504,q_investincome,float64,fina_indicator,NA,,False,stock
505,q_finaexp_to_gr,object,fina_indicator,NA,,False,stock
506,profit_to_op,float64,fina_indicator,NA,,True,stock
507,q_sales_yoy,object,fina_indicator,NA,,True,stock
508,q_sales_qoq,object,fina_indicator,NA,,False,stock
509,assets_turn,float64,fina_indicator,NA,,True,stock
510,q_eps,object,fina_indicator,NA,,False,stock
511,q_gsprofit_margin,object,fina_indicator,NA,,False,stock
512,investincome_of_ebt,float64,fina_indicator,NA,,False,stock
513,roa_dp,float64,fina_indicator,NA,,True,stock
514,q_dtprofit_to_profit,object,fina_indicator,NA,,False,stock
515,q_dtprofit,object,fina_indicator,NA,,False,stock
516,roa,object,fina_indicator,NA,,True,stock
517,retainedps,float64,fina_indicator,NA,,True,stock
518,ca_turn,object,fina_indicator,NA,,True,stock
519,roe_yearly,float64,fina_indicator,NA,,True,stock
520,ann_date,object,fina_indicator,NA,,True,stock
521,op_to_ebt,float64,fina_indicator,NA,,False,stock
522,q_profit_qoq,object,fina_indicator,NA,,False,stock
523,ebt_yoy,float64,fina_indicator,NA,,True,stock
524,op_of_gr,float64,fina_indicator,NA,,True,stock
525,netdebt,object,fina_indicator,NA,,True,stock
526,tr_yoy,float64,fina_indicator,NA,,True,stock
527,q_op_qoq,object,fina_indicator,NA,,True,stock
528,ebitda,object,fina_indicator,NA,,True,stock
529,longdeb_to_debt,object,fina_indicator,NA,,True,stock
530,op_income,float64,fina_indicator,NA,,True,stock
531,adminexp_of_gr,float64,fina_indicator,NA,,True,stock
532,bps_yoy,float64,fina_indicator,NA,,True,stock
533,roa_yearly,float64,fina_indicator,NA,,True,stock
534,roa2_yearly,object,fina_indicator,NA,,True,stock
535,q_ocf_to_or,object,fina_indicator,NA,,False,stock
536,eqt_to_talcapital,object,fina_indicator,NA,,True,stock
537,eqt_to_debt,float64,fina_indicator,NA,,True,stock
538,roe_yoy,float64,fina_indicator,NA,,True,stock
